2026-03-13 14:52:50.521 +02:00 [INF] Starting database migration process...
2026-03-13 14:52:56.815 +02:00 [INF] Database migration completed successfully.
2026-03-13 14:52:57.055 +02:00 [INF] Comments.RepliesJson column check/creation completed
2026-03-13 14:52:58.706 +02:00 [INF] Projects.Views column check/creation completed
2026-03-13 14:53:00.730 +02:00 [INF] Projects.IsFeatured column check/creation completed
2026-03-13 14:53:02.619 +02:00 [INF] Projects.GalleryJson column check/creation completed
2026-03-13 14:53:04.988 +02:00 [INF] Projects.ResponsibilitiesJson column check/creation completed
2026-03-13 14:53:07.580 +02:00 [INF] Projects.ReactionsCount column check/creation completed
2026-03-13 14:53:08.755 +02:00 [INF] Projects.Title_Ar column check/creation completed
2026-03-13 14:53:10.933 +02:00 [INF] Projects.Description_Ar column check/creation completed
2026-03-13 14:53:12.918 +02:00 [INF] Projects.Summary_Ar column check/creation completed
2026-03-13 14:53:14.841 +02:00 [INF] Projects.Category_Ar column check/creation completed
2026-03-13 14:53:17.259 +02:00 [INF] Projects.Tags_Ar column check/creation completed
2026-03-13 14:53:18.902 +02:00 [INF] Projects.Niche_Ar column check/creation completed
2026-03-13 14:53:20.679 +02:00 [INF] Projects.Company_Ar column check/creation completed
2026-03-13 14:53:21.581 +02:00 [INF] Projects.Duration_Ar column check/creation completed
2026-03-13 14:53:22.456 +02:00 [INF] Projects.Language_Ar column check/creation completed
2026-03-13 14:53:24.323 +02:00 [INF] Projects.Architecture_Ar column check/creation completed
2026-03-13 14:53:25.922 +02:00 [INF] Projects.Status_Ar column check/creation completed
2026-03-13 14:53:28.577 +02:00 [INF] KeyFeatures.Title_Ar column check/creation completed
2026-03-13 14:53:30.090 +02:00 [INF] KeyFeatures.Description_Ar column check/creation completed
2026-03-13 14:53:30.864 +02:00 [INF] ChangelogItems.Title_Ar column check/creation completed
2026-03-13 14:53:32.235 +02:00 [INF] ChangelogItems.Description_Ar column check/creation completed
2026-03-13 14:53:35.083 +02:00 [INF] Admin user already exists: m.ssaid356@gmail.com
2026-03-13 14:53:36.863 +02:00 [ERR] Hosting failed to start
System.IO.IOException: Failed to bind to address http://127.0.0.1:5283: address already in use.
 ---> Microsoft.AspNetCore.Connections.AddressInUseException: Only one usage of each socket address (protocol/network address/port) is normally permitted.
 ---> System.Net.Sockets.SocketException (10048): Only one usage of each socket address (protocol/network address/port) is normally permitted.
   at System.Net.Sockets.Socket.UpdateStatusAfterSocketErrorAndThrowException(SocketError error, Boolean disconnectOnFailure, String callerName)
   at System.Net.Sockets.Socket.DoBind(EndPoint endPointSnapshot, SocketAddress socketAddress)
   at System.Net.Sockets.Socket.Bind(EndPoint localEP)
   at Microsoft.AspNetCore.Server.Kestrel.Transport.Sockets.SocketTransportOptions.CreateDefaultBoundListenSocket(EndPoint endpoint)
   at Microsoft.AspNetCore.Server.Kestrel.Transport.Sockets.SocketConnectionListener.Bind()
   --- End of inner exception stack trace ---
   at Microsoft.AspNetCore.Server.Kestrel.Transport.Sockets.SocketConnectionListener.Bind()
   at Microsoft.AspNetCore.Server.Kestrel.Transport.Sockets.SocketTransportFactory.BindAsync(EndPoint endpoint, CancellationToken cancellationToken)
   at Microsoft.AspNetCore.Server.Kestrel.Core.Internal.Infrastructure.TransportManager.BindAsync(EndPoint endPoint, ConnectionDelegate connectionDelegate, EndpointConfig endpointConfig, CancellationToken cancellationToken)
   at Microsoft.AspNetCore.Server.Kestrel.Core.KestrelServerImpl.<>c__DisplayClass28_0`1.<<StartAsync>g__OnBind|0>d.MoveNext()
--- End of stack trace from previous location ---
   at Microsoft.AspNetCore.Server.Kestrel.Core.Internal.AddressBinder.BindEndpointAsync(ListenOptions endpoint, AddressBindContext context, CancellationToken cancellationToken)
   --- End of inner exception stack trace ---
   at Microsoft.AspNetCore.Server.Kestrel.Core.Internal.AddressBinder.BindEndpointAsync(ListenOptions endpoint, AddressBindContext context, CancellationToken cancellationToken)
   at Microsoft.AspNetCore.Server.Kestrel.Core.LocalhostListenOptions.BindAsync(AddressBindContext context, CancellationToken cancellationToken)
   at Microsoft.AspNetCore.Server.Kestrel.Core.Internal.AddressBinder.AddressesStrategy.BindAsync(AddressBindContext context, CancellationToken cancellationToken)
   at Microsoft.AspNetCore.Server.Kestrel.Core.KestrelServerImpl.BindAsync(CancellationToken cancellationToken)
   at Microsoft.AspNetCore.Server.Kestrel.Core.KestrelServerImpl.StartAsync[TContext](IHttpApplication`1 application, CancellationToken cancellationToken)
   at Microsoft.AspNetCore.Hosting.GenericWebHostService.StartAsync(CancellationToken cancellationToken)
   at Microsoft.Extensions.Hosting.Internal.Host.<StartAsync>b__14_1(IHostedService service, CancellationToken token)
   at Microsoft.Extensions.Hosting.Internal.Host.ForeachService[T](IEnumerable`1 services, CancellationToken token, Boolean concurrent, Boolean abortOnFirstException, List`1 exceptions, Func`3 operation)
2026-03-13 19:36:29.878 +02:00 [INF] Starting database migration process...
2026-03-13 19:36:35.263 +02:00 [INF] Database migration completed successfully.
2026-03-13 19:36:35.770 +02:00 [INF] Comments.RepliesJson column check/creation completed
2026-03-13 19:36:35.888 +02:00 [INF] Projects.Views column check/creation completed
2026-03-13 19:36:35.969 +02:00 [INF] Projects.IsFeatured column check/creation completed
2026-03-13 19:36:36.038 +02:00 [INF] Projects.GalleryJson column check/creation completed
2026-03-13 19:36:36.100 +02:00 [INF] Projects.ResponsibilitiesJson column check/creation completed
2026-03-13 19:36:36.160 +02:00 [INF] Projects.ReactionsCount column check/creation completed
2026-03-13 19:36:36.233 +02:00 [INF] Projects.Title_Ar column check/creation completed
2026-03-13 19:36:36.284 +02:00 [INF] Projects.Description_Ar column check/creation completed
2026-03-13 19:36:36.343 +02:00 [INF] Projects.Summary_Ar column check/creation completed
2026-03-13 19:36:36.398 +02:00 [INF] Projects.Category_Ar column check/creation completed
2026-03-13 19:36:36.449 +02:00 [INF] Projects.Tags_Ar column check/creation completed
2026-03-13 19:36:36.509 +02:00 [INF] Projects.Niche_Ar column check/creation completed
2026-03-13 19:36:36.557 +02:00 [INF] Projects.Company_Ar column check/creation completed
2026-03-13 19:36:36.605 +02:00 [INF] Projects.Duration_Ar column check/creation completed
2026-03-13 19:36:36.679 +02:00 [INF] Projects.Language_Ar column check/creation completed
2026-03-13 19:36:36.734 +02:00 [INF] Projects.Architecture_Ar column check/creation completed
2026-03-13 19:36:36.790 +02:00 [INF] Projects.Status_Ar column check/creation completed
2026-03-13 19:36:36.860 +02:00 [INF] KeyFeatures.Title_Ar column check/creation completed
2026-03-13 19:36:36.920 +02:00 [INF] KeyFeatures.Description_Ar column check/creation completed
2026-03-13 19:36:36.993 +02:00 [INF] ChangelogItems.Title_Ar column check/creation completed
2026-03-13 19:36:37.041 +02:00 [INF] ChangelogItems.Description_Ar column check/creation completed
2026-03-13 19:36:37.790 +02:00 [INF] Admin user already exists: m.ssaid356@gmail.com
2026-03-13 19:36:50.177 +02:00 [WRN] Failed to determine the https port for redirect.
2026-03-13 19:36:50.221 +02:00 [INF] HTTP OPTIONS /api/notifications/stats responded 204 in 33.5416 ms
2026-03-13 19:36:50.222 +02:00 [INF] HTTP OPTIONS /api/notifications/stats responded 204 in 54.9455 ms
2026-03-13 19:36:50.222 +02:00 [INF] HTTP OPTIONS /hubs/notifications/negotiate responded 204 in 55.8854 ms
2026-03-13 19:36:50.222 +02:00 [INF] HTTP OPTIONS /api/experiences responded 204 in 59.3966 ms
2026-03-13 19:36:50.397 +02:00 [INF] HTTP OPTIONS /api/services responded 204 in 0.1203 ms
2026-03-13 19:36:50.427 +02:00 [INF] HTTP OPTIONS /api/skills responded 204 in 0.8271 ms
2026-03-13 19:36:50.861 +02:00 [INF] HTTP OPTIONS /api/notifications/stats responded 204 in 0.2228 ms
2026-03-13 19:36:50.956 +02:00 [INF] HTTP OPTIONS /hubs/notifications/negotiate responded 204 in 0.1619 ms
2026-03-13 19:36:51.147 +02:00 [INF] HTTP POST /hubs/notifications/negotiate responded 200 in 506.7135 ms
2026-03-13 19:36:51.846 +02:00 [INF] HTTP POST /hubs/notifications/negotiate responded 200 in 1.9333 ms
2026-03-13 19:36:52.006 +02:00 [INF] HTTP GET /api/projects/featured responded 200 in 1167.5950 ms
2026-03-13 19:36:52.006 +02:00 [INF] HTTP GET /api/services responded 200 in 960.7327 ms
2026-03-13 19:36:52.006 +02:00 [INF] HTTP GET /api/skills responded 200 in 302.3747 ms
2026-03-13 19:36:52.006 +02:00 [INF] HTTP GET /api/notifications/stats responded 200 in 1093.0485 ms
2026-03-13 19:36:52.006 +02:00 [INF] HTTP GET /api/experiences responded 200 in 1017.2073 ms
2026-03-13 19:36:52.113 +02:00 [INF] HTTP GET /api/notifications/stats responded 200 in 9.5530 ms
2026-03-13 19:36:52.177 +02:00 [INF] HTTP GET /api/notifications/stats responded 200 in 31.8757 ms
2026-03-13 19:36:54.102 +02:00 [INF] HTTP GET /api/notifications/stats responded 200 in 5.6804 ms
2026-03-13 19:36:54.103 +02:00 [INF] HTTP OPTIONS /hubs/notifications/negotiate responded 204 in 0.0967 ms
2026-03-13 19:36:54.108 +02:00 [INF] HTTP GET /api/notifications/stats responded 200 in 1.2718 ms
2026-03-13 19:36:54.138 +02:00 [INF] HTTP GET /api/bio responded 200 in 3323.6126 ms
2026-03-13 19:36:54.157 +02:00 [INF] HTTP POST /hubs/notifications/negotiate responded 200 in 0.6179 ms
2026-03-13 19:36:54.181 +02:00 [INF] HTTP GET /api/bio responded 200 in 39.4641 ms
2026-03-13 19:36:54.576 +02:00 [INF] HTTP OPTIONS /hubs/notifications/negotiate responded 204 in 0.1417 ms
2026-03-13 19:36:54.599 +02:00 [INF] HTTP POST /hubs/notifications/negotiate responded 200 in 0.9585 ms
2026-03-13 19:36:55.347 +02:00 [INF] HTTP GET /hubs/notifications responded 101 in 3467.2995 ms
2026-03-13 19:37:02.079 +02:00 [INF] HTTP OPTIONS /api/Auth/login responded 204 in 0.4636 ms
2026-03-13 19:37:02.401 +02:00 [INF] HTTP POST /api/Auth/login responded 200 in 315.5499 ms
2026-03-13 19:37:02.414 +02:00 [INF] HTTP OPTIONS /api/notifications/stats responded 204 in 0.1888 ms
2026-03-13 19:37:02.487 +02:00 [INF] HTTP GET /hubs/notifications responded 101 in 7877.0708 ms
2026-03-13 19:37:02.517 +02:00 [INF] HTTP OPTIONS /api/services responded 204 in 0.1013 ms
2026-03-13 19:37:02.526 +02:00 [INF] HTTP OPTIONS /api/skills responded 204 in 0.1342 ms
2026-03-13 19:37:02.527 +02:00 [INF] HTTP GET /api/notifications/stats responded 200 in 25.3770 ms
2026-03-13 19:37:02.527 +02:00 [INF] HTTP OPTIONS /api/experiences responded 204 in 0.0857 ms
2026-03-13 19:37:02.549 +02:00 [INF] HTTP GET /api/projects/featured responded 200 in 4.3471 ms
2026-03-13 19:37:02.555 +02:00 [INF] HTTP GET /api/bio responded 200 in 22.5623 ms
2026-03-13 19:37:02.577 +02:00 [INF] HTTP GET /api/bio responded 200 in 12.2279 ms
2026-03-13 19:37:02.581 +02:00 [INF] HTTP GET /api/notifications/stats responded 200 in 2.2094 ms
2026-03-13 19:37:02.593 +02:00 [INF] HTTP GET /api/skills responded 200 in 4.4063 ms
2026-03-13 19:37:02.601 +02:00 [INF] HTTP GET /api/experiences responded 200 in 2.7450 ms
2026-03-13 19:37:02.965 +02:00 [INF] HTTP GET /uploads/avatars/33f705f5-b739-4960-b843-3171fefafabb.png responded 200 in 114.9788 ms
2026-03-13 19:37:03.066 +02:00 [INF] HTTP OPTIONS /hubs/notifications/negotiate responded 204 in 0.1107 ms
2026-03-13 19:37:03.066 +02:00 [INF] HTTP OPTIONS /hubs/notifications/negotiate responded 204 in 0.0781 ms
2026-03-13 19:37:03.221 +02:00 [INF] HTTP POST /hubs/notifications/negotiate responded 200 in 3.3638 ms
2026-03-13 19:37:03.259 +02:00 [INF] HTTP POST /hubs/notifications/negotiate responded 200 in 0.6588 ms
2026-03-13 19:37:07.646 +02:00 [INF] HTTP OPTIONS /api/notifications responded 204 in 1.5048 ms
2026-03-13 19:37:07.866 +02:00 [INF] HTTP GET /api/notifications responded 200 in 130.8166 ms
2026-03-13 19:37:24.216 +02:00 [INF] HTTP OPTIONS /api/notifications/stats responded 204 in 0.2611 ms
2026-03-13 19:37:26.598 +02:00 [INF] HTTP GET /api/notifications/stats responded 200 in 69.0051 ms
2026-03-13 19:37:54.040 +02:00 [INF] HTTP OPTIONS /api/notifications/stats responded 204 in 0.1505 ms
2026-03-13 19:37:54.060 +02:00 [INF] HTTP GET /api/notifications/stats responded 200 in 10.3781 ms
2026-03-13 19:38:24.053 +02:00 [INF] HTTP OPTIONS /api/notifications/stats responded 204 in 0.1063 ms
2026-03-13 19:38:24.293 +02:00 [INF] HTTP GET /api/notifications/stats responded 200 in 26.5087 ms
2026-03-13 19:38:50.914 +02:00 [INF] HTTP GET /uploads/skills/3a0a3c2c-dd56-43e1-ae35-ed66b587690e.png responded 200 in 38.7269 ms
2026-03-13 19:38:54.060 +02:00 [INF] HTTP OPTIONS /api/notifications/stats responded 204 in 0.1187 ms
2026-03-13 19:38:55.099 +02:00 [INF] HTTP GET /api/notifications/stats responded 200 in 116.5884 ms
2026-03-13 19:38:59.487 +02:00 [INF] HTTP OPTIONS /api/skills/00248bf2-6b2c-458f-906b-5ea74055dce7 responded 204 in 0.1749 ms
2026-03-13 19:38:59.507 +02:00 [INF] HTTP OPTIONS /api/skills/126cc07e-177d-4130-b468-db580411d911 responded 204 in 0.1229 ms
2026-03-13 19:38:59.490 +02:00 [INF] HTTP OPTIONS /api/skills/160d5234-b1bc-45a4-8513-c3a00490a1d9 responded 204 in 0.2884 ms
2026-03-13 19:39:02.687 +02:00 [INF] HTTP OPTIONS /api/skills/89eedf30-ca36-4161-af1a-ee0907210b6c responded 204 in 0.2165 ms
